vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,front_right_wing_CHORD_1,front_right_wing_CHORD_2,front_right_wing_SPAN
uav_wing,0.0,0.0,0.0,60.01502146890757,234.96068263421927,46.08930605185168,151.42473439613087,139.30681835643398,436.1381600393898
uav_wing,0.0,0.0,0.0,58.022964291741445,240.67172248785604,46.089306051851686,153.87600446039252,144.90229760649208,422.890345277927
uav_wing,0.0,0.0,0.0,56.387174292136315,228.60194426374883,46.089306051851686,152.29675736042768,153.11381684944362,442.4015950938403
uav_wing,0.0,0.0,0.0,51.91620581665386,224.38558559791954,46.089306051851686,159.73851293348326,163.54174938538753,449.46624423670244
uav_wing,0.0,0.0,0.0,51.13379533467262,226.96792914471678,46.08930605185167,155.9444432082554,170.27065657973154,439.62849880485436
uav_wing,0.0,0.0,0.0,53.58041135314201,216.40292193578782,46.08930605185168,145.66370263111799,170.33270411430598,455.3449648368578
uav_wing,0.0,0.0,0.0,51.22553797265129,200.9540609814689,46.08930605185168,136.76992226253628,186.71725605414136,473.71110082774175
uav_wing,0.0,0.0,0.0,58.5941906062186,197.6096508953144,46.08930605185167,119.21024745602386,173.96431765341893,475.1976354373556
uav_wing,0.0,0.0,0.0,61.419570460397054,195.57664177178683,46.08930605185168,109.47958528479026,171.26908417405488,474.0677908848159
uav_wing,0.0,0.0,0.0,58.89793721754225,196.8425303013937,46.08930605185167,101.70766133779922,185.51014734232103,461.43664303017806
uav_wing,0.0,0.0,0.0,59.00078680458419,188.67633932880182,46.08930605185166,86.61269245127424,194.5350159335168,463.35852400182114
uav_wing,0.0,0.0,0.0,53.273784196263755,192.3202966724735,46.08930605185168,92.24544540468992,210.27046686687055,456.05078662755136
uav_wing,0.0,0.0,0.0,52.13334775002741,206.96416599072836,46.08930605185169,101.91759413941116,208.34077620921553,436.1976044302596
uav_wing,0.0,0.0,0.0,52.35441685639529,202.29687084107968,46.089306051851686,103.60420787738569,206.54853769250556,446.0554371560057
uav_wing,0.0,0.0,0.0,55.7848169701482,208.3249701138192,46.08930605185168,108.35380239921078,191.74302064998378,442.37515285679467
uav_wing,0.0,0.0,0.0,56.9886368508371,209.47541384260873,46.08930605185167,98.01880027480017,194.39795121936507,433.4303241864761
uav_wing,0.0,0.0,0.0,53.529166021758215,212.49030776605454,46.08930605185167,109.97605610612538,198.4134913843381,433.5738002395045
uav_wing,0.0,0.0,0.0,50.06603071621974,212.24503054631916,46.089306051851686,124.88525240405114,200.0190816920201,441.4793722570248
uav_wing,0.0,0.0,0.0,42.78025754631632,215.49302392699005,46.089306051851686,136.45578756969414,217.23365892260813,435.834397552902
uav_wing,0.0,0.0,0.0,42.257717709270025,227.49054634971264,46.08930605185168,142.289049960438,214.73939373785987,416.8240957788622
uav_wing,0.0,0.0,0.0,44.781594870180285,238.58710668123874,46.08930605185171,153.08030596294316,196.92270554453236,405.878606688587
uav_wing,0.0,0.0,0.0,43.16358893353732,232.1414645148627,46.08930605185168,153.41435964818584,202.62411397867993,416.52701735316276
uav_wing,0.0,0.0,0.0,43.10549259648363,227.5170116629661,46.08930605185168,167.9450157652064,190.1346611470097,435.9607057937769
uav_wing,0.0,0.0,0.0,41.752863911827944,227.1558284300195,46.08930605185169,166.21683439230048,196.86913766944272,433.4897096927446
uav_wing,0.0,0.0,0.0,44.88246585528261,226.12188456155187,46.08930605185169,162.87289413058738,187.95930420014682,437.3323504275807
uav_wing,0.0,0.0,0.0,47.66931721716678,224.92129540661287,46.08930605185169,167.2999884811715,172.95145299467524,447.67880993205404
uav_wing,0.0,0.0,0.0,57.065094042256774,216.9555730854853,46.08930605185168,147.86243907573404,154.7844128847651,462.562362433675
uav_wing,0.0,0.0,0.0,57.97558161885583,212.42808751806407,46.089306051851686,145.97077432417282,153.03132393729902,471.43306334229777
uav_wing,0.0,0.0,0.0,52.87828561140812,210.78111994081542,46.08930605185169,148.84253015561393,170.13073728024193,468.02578021692176
uav_wing,0.0,0.0,0.0,54.49251553018107,211.5121235241352,46.08930605185171,155.96553671339902,157.02320977872554,476.4390810650042
uav_wing,0.0,0.0,0.0,56.0558486258856,214.21528023269664,46.089306051851686,147.6913485510274,158.90846229616236,465.8878562554623
uav_wing,0.0,0.0,0.0,48.32729803433559,219.75862323685442,46.0893060518517,166.11312942697006,171.50893357020726,458.0426401113565
uav_wing,0.0,0.0,0.0,47.524176146032566,227.60027670018292,46.089306051851686,185.73077814349537,154.15468842513786,459.0139057792557
uav_wing,0.0,0.0,0.0,52.73584586841726,235.80971653895227,46.089306051851686,174.7600724019211,144.28630873220047,442.4680341379864
uav_wing,0.0,0.0,0.0,49.819792820674,230.01365315150738,46.089306051851686,174.02665458763502,157.37529029792776,447.4670541877331
uav_wing,0.0,0.0,0.0,53.51733055021904,225.3326717798186,46.08930605185169,155.88814809718806,160.97530538914071,446.94280769266277
uav_wing,0.0,0.0,0.0,52.56685109681758,229.94800963010607,46.08930605185167,167.58595298725288,152.88174880151365,446.9397114960869
uav_wing,0.0,0.0,0.0,46.03831976539038,224.9612907501029,46.08930605185169,182.64030341227704,163.82585170382188,458.3745892787387
uav_wing,0.0,0.0,0.0,42.118852792926255,231.55514578618082,46.08930605185168,196.83635576342434,164.69579038064228,450.2317236117028
uav_wing,0.0,0.0,0.0,34.548997372401494,229.79250931943852,46.08930605185169,214.06862819834873,177.56096927785504,454.53900314059376
uav_wing,0.0,0.0,0.0,38.835538232244026,230.40860637688246,46.08930605185169,206.16963145806255,168.16184039940117,454.5676475173897
uav_wing,0.0,0.0,0.0,39.98012001718142,215.671602908514,46.08930605185169,191.59868456438954,179.30500996036122,473.89254752682757
uav_wing,0.0,0.0,0.0,35.753809202596855,206.59972550985546,46.08930605185167,195.45716485827916,192.4799823072715,488.049042543497
uav_wing,0.0,0.0,0.0,41.018523928488925,213.69671673930821,46.08930605185168,183.48232195502453,183.40357669728314,472.6403810204409
uav_wing,0.0,0.0,0.0,34.217320944433574,205.88480325897112,46.0893060518517,198.71913816156223,195.3620452765019,489.6207180293455
uav_wing,0.0,0.0,0.0,27.527765198488755,211.34239253014445,46.089306051851686,213.10854305882125,207.7173741956123,479.3622393529239
uav_wing,0.0,0.0,0.0,25.78510292034012,212.7822795093024,46.089306051851686,222.66724735318456,204.90642080144167,481.0968092397843
uav_wing,0.0,0.0,0.0,20.55344311557547,214.13864589933343,46.08930605185167,228.37636261803664,220.32166761154133,474.56237238047515
uav_wing,0.0,0.0,0.0,12.680245168576686,209.87951690647452,46.08930605185168,245.1590518241416,235.00844043848662,483.64903628305166
uav_wing,0.0,0.0,0.0,12.658271271774803,212.81476881123638,46.089306051851686,243.24148757644014,237.0588992165039,476.41465233658363
